lable	label	text
2	邀请/建议	There's still time to book your place for our event next week! Join us, and hear from experienced campaigners &amp; com… https://t.co/QLDnXJYgIl
0	引述	The federal government is providing 401,750 doses to the state for the week of Feb. 8. https://t.co/IsX0M0lsMp
0	批评	@KHNews @WStoneReports @kpnorcal et al are not helping, either. Dismal lack of communication, 6 hours on hold, and… https://t.co/nDpZSVF236
0	批评	I cannot emphasize how bad this messaging is from Fauci, the Biden admin etc. Telling people that life will not cha… https://t.co/KBBtqHRHtE
1	反讽	@realOBF Fake Vaccine cards are going to be be big business!
1	反讽	Nobody will be forced to take the vaccine, Nivile? #VaccineforSouthAfrica
0	赞扬	Tres interessant!!!#antivax https://t.co/2tadxUtOu4
0	陈述	MORE: Does not mean the #vaccine is only effective for 3 months, but rather it is unclear how long immunity from va… https://t.co/h48BBHVC7t
0	引述	@RoyRoytonkin @NHSActivistRN As per the above advice, General Recommendations. They are not sure of the effects on… https://t.co/riD5DsChaB
0	陈述	Schools: I like the idea of moving up teachers in the vaccine priority list. The idea of schools pushing to be open… https://t.co/D955IelWnd
0	陈述	@sourpatchlyds Some parts of CA have given teachers priority vaccination. Many who have jumped the line STILL refus… https://t.co/AMTCeLuoCy
0	陈述	I've had it, no major side effects.\n\nIf you believe there is going to be side effects then there will be.\n\nStop spo… https://t.co/j2A297JnFp
0	断定	Wow \n\nCanada 🇨🇦 is messed up https://t.co/F4OqJLQe8h
0	断定	Anyone else see the competency that’s coming out of the White House, especially w/ the #vaccine roll out &amp; this pan… https://t.co/UvnZVEXtrA
0	批评	@KismetandHope You have all been fooled by the msm.\n\nHCQ + zinc - Good.\nIvermectin - Good.\nSo called "vaccine" - Ve… https://t.co/drisVx5tbc
0	引述	FDA vaccine advisers recommend authorization of Johnson &amp; Johnson's coronavirus vaccine - CNN https://t.co/ICdAb2Ix4S
0	引述	#Czech PM @AndrejBabis visits Covid vaccination center in #Serbia. \n\nN. #Macedonia receives 8,000 @pfizer vaccines… https://t.co/NkwP0DPC4Q
0	引述	The latest #Shetland Newsletter! https://t.co/8j5iekZ8d3 #covid19 #vaccination
0	断定	@MattUelmen @ValLisitsa The government doesn't provide people a vaccine, and the one that is offered to be produced… https://t.co/uX16ZZp09i
2	咨询	@curlytops20 Have you had your vaccine?
0	同意	@CynChar1 @DrMadej Correct. Most people getting the vaxx don’t even know there’s an adverse reaction reporting website
0	引述	@chrismartenson Tim's video below mentions the first indication that ppl who have had covid may not need the vaccin… https://t.co/kYBYngqWwF
0	陈述	It's about Covid-19 and the vaccine, trying to encourage people to get it. It's taking everything in me not to do t… https://t.co/wRjd5zPLBx
0	陈述	And today our 16 year old had her second dose..#proud #relieved https://t.co/sLq4YFgOcu
0	陈述	@piersmorgan What is the point in vaccine passports when A. There is little evidence that Covid vaccines prevent tr… https://t.co/HcjX0pRBq9
1	攻击	@LI_Weather516 @WeatherOwen or maybe because the vaccine is a stupid way for people to take ur money?
3	承诺	@BreesAnna I would make sure they are informed about mRNA gene therapies and the fact that they are experimental. T… https://t.co/JZdij22k8t
1	反讽	Serfdom lives in Florida.  Fealty to the king. https://t.co/QRRTANBXgu
0	引述	Fifteen-minute consultation: Chickenpox vaccine-should parents immunise their children privately? https://t.co/tvcCOJeZ4m
0	引述	FedEx delivers COVID vaccine #TeamFedEx https://t.co/sByNsaE0k3
0	引述	A Few Covid Vaccine Recipients Developed a Rare Blood Disorder https://t.co/TLqFkbd6YF https://t.co/Pl5WhmkLWB
1	希望	Well off to get my 1st vaccine!  Wish me luck. My daughter didn’t do well with her 1st dose and I am very nervous 😬
0	断定	@Oooooo_Donna @Cernovich @GeoffRBennett SARS vaccines altho obv helpful have zero bearing on speed of Covid 19 vacc… https://t.co/AjiEKdVwho
0	断定	To ensure efficient #vaccine delivery, it's necessary to select the right needle to heighten the #immune response a… https://t.co/YHyOa6ml12
0	陈述	GENEREX BIOTECHNOLOGY CORP - II-KEY VACCINE ELICITS BOTH CD4+ T HELPER CELL (TH1) AND CD8+ RESPONSES #News #Forex #VACCINE
1	反讽	@WCVB @MaVaccine The Massachusetts vaccine sign-up website is still not "streamlined."
2	邀请/建议	@chewystuey @weeksie98 @MayorofLondon My approach wud have been to lock down the country and prevent our more vulne… https://t.co/bIOgpuAcQn
0	断定	I genuinely hate begging but covid has put me in a really awkward situation because my mum is immunosuppressed &amp; co… https://t.co/4ps6hu8BGo
0	引述	@rockyatburra @TheStevenB @MikeCarlton01 This is leadership: \n\nhttps://t.co/4i9jSnZ5mW
0	陈述	🔸Scots Face Longer Jag Wait To Protect Second Dose Supply. Vaccine rollout for younger age groups may have to slow… https://t.co/2C4DUdtxNq
0	引述	The Vaccine (Dis)Information War \nCJ Hopkins via https://t.co/PQqluBS9UK The Unz Review
0	引述	“Despite spending more money on this pandemic than anyone else, Canada is lagging behind almost every other develop… https://t.co/r5ofZz3DCt
0	引述	#CoronaLife 😷🇬🇧 Coronavirus updates LIVE: Over 50s to be offered Covid-19 vaccine by May https://t.co/FTKELeXSTW
0	陈述	Yes I know of at least 12 people, several are fully vaccinated, my brother will be on Monday. I get my first dose o… https://t.co/QSxHYIxYiA
0	断定	It’s going to take us a long time to dig our #NHS out of the long term implications of #COVID19 #COVIDVaccine will… https://t.co/BAb1dnKSg8
0	陈述	@MoniquePascall @DailyJamesHibbs Gladly &amp; eagerly took the J&amp;J vaccine. I've lost close colleagues to this virus fo… https://t.co/NF140nfmie
1	攻击	@TerryvsMartina I imagine they’re anti-vax as well tbh Deco. If they were doing this shite and they were the only o… https://t.co/waDOBCSeyu
0	批评	Cracking idea. Please consider giving when you get your shot! https://t.co/4N0iwewDfX
0	陈述	@Martyk30111235 @hollowdumpling @DrMargaretH @WHO @drivetimerte @HMcEntee Pfizer BioNtech only started #COVID19 vac… https://t.co/R4jI5FWkS6
1	攻击	@RepCawthorn “The Trump admin created the vaccine” I mean holy fuck
2	请求	Be alert to vaccine #fraud. The @NHS will never ask for payment or your bank details. The #NHS will also never arri… https://t.co/ZEgSoWP4Rb
0	陈述	Whether we know it or not, we are at war with disinformation. The person that sabotaged 570 doses of Covid-19 vacci… https://t.co/bOsFojqm4i
0	质询	Ok but where the stimmy at joe https://t.co/ePFTicFLZ4
0	引述	Dr. Fauci on J&amp;J’s COVID-19 vaccine: ‘I would have no hesitancy whatsoever to take it’ https://t.co/PqhWgVQvnz
0	陈述	ING Bank 3/4: We expect no change in the policy rate and no clear signal at negative rates (which we now see as eve… https://t.co/Gs83cW1fgQ
0	陈述	@LucyHorobin A friend is volunteering at a vaccination centre. She has said how emotional it is there. People are a… https://t.co/AHvXJOCUBb
0	陈述	@BareReality You didn’t miss much. In a few boring words! \n‘Next slide please’ \n‘Get the vaccine, we want 100%’\n‘Ho… https://t.co/iUfcSKfnd8
0	引述	Racialized adults on revised federal COVID-19 vaccination priority list https://t.co/lMK422Aw3r https://t.co/C5dAysntrp
0	陈述	What we are seeing by the medical profession is widespread denial when things go wrong. When someone, hitherto heal… https://t.co/UCJUgQdfAV
0	质询	WHY IS SHE NOT AN OFFICIAL SAINT YET?!?!? https://t.co/5ZQ0kukoMD
0	引述	EXPLAINS HOW THE DEPOPULATION mRNA VACCINES WILL START WORKING IN 3-6 MONTHS [2021-07-07] (VIDEO) https://t.co/a2nClNTcRA via @BitChute
0	质询	How did you know that, @ons? The women might have identified as men in your survey, since objective identity descri… https://t.co/PcAmdH0sgb
0	陈述	So in NSW we have 21 days of no #COVID19 community transmissions. So therefore the virus is now eradicated in the c… https://t.co/gX2oJ0Wj4l
0	引述	@CNN How do you lose 20 million doses of vaccine, Joe?\nhttps://t.co/a7VxmUX8qD
0	引述	@JackPosobiec https://t.co/Pq5reZK1Rl - Biden says there was no vaccine when he came into office.\n\nEither a LIAR or… https://t.co/Ap53QobkrE
0	引述	Coronavirus live news: Finland announces lockdown plan; Ukraine registers 40% jump in new cases https://t.co/EifZs1k7IA #news #travel
0	陈述	Excellent compendium of deaths and adverse events not attributed to COVID19 vaccines. https://t.co/DDQuAiYgFP
1	反讽	Triggering hate from "saying an opinion" about an Asian group comparing them to covid-19 that needs vaccine still n… https://t.co/nCayFpZzMM
0	断定	@Sessho_trades @801010athlete I look it more as “what’s the good news?”, that will turn the ship around. We’ve hear… https://t.co/Fbk5KiZSgP
3	承诺	@NSmith @UCalgary @CaulfieldTim I work incredibly hard to try and avoid right-fighting, and instead try and underst… https://t.co/loHHNQzdHV
0	陈述	🇱🇹 ― Lithuania has a total vaccination count of 92,425 (+3.509 in the last 24 hours). That is 3.4% of the population
0	陈述	The Vatican has its own astronomy observatory with functioning telescopes and all, but go off about how having fait… https://t.co/9Djsj06o4c
0	引述	Anti-vax at the Vatican? You might lose your job https://t.co/h9lKedx6d1 https://t.co/HW3MBaf992
0	批评	@RQELLC @SenSchumer @SpeakerPelosi Thats straight ridiculous! They don't need your vote!\nAt the beginning that woul… https://t.co/2kXrnkH2Tz
0	赞扬	i am the proud owner of the first dose of the covid vaccine 💙
0	断定	We must Patronize our own Medical Team(s) and Scientists 👩🏾‍🔬and Researchers. It’s more Affordable for a Nation Whe… https://t.co/tlYszzVc6v
0	引述	The COVID-19 vaccines being rolled out across Australia could reduce a person's risk of being admitted to hospital… https://t.co/7tPRm7C3c9
0	断定	#DeathSantis behaving just like #DumbDonald https://t.co/M1NFMOUxBt
0	引述	Oxford kept Covid-19 vaccine trial volunteers in dark about dosing error https://t.co/rDKSS4jsLr
0	引述	Live updates: Senate confirms Granholm as energy secretary; Biden to mark 50 millionth vaccination shot https://t.co/yIoB2HuURo
1	感谢	@POTUS Thank you President Trump for warp speed vaccine plan‼️🇺🇸❤️🤍💙👍🏼
0	引述	Western countries have 'hoarded' Covid vaccines. Africa is being left behind as cases surge\nhttps://t.co/vkNF9G6iI3
0	引述	Aurobindo Expects Interim Phase II/III COVID-19 Vaccine Data By July\nhttps://t.co/FR9rdSw46l #PharmaScrip
0	引述	According to @GovNedLamont, nearly 475k people in CT have at least received their first shot of the covid vaccine.… https://t.co/siPEV6Gp3A
0	引述	Having done more than most to weaken the hotel quarantine program, ⁦@CollignonPeter⁩ now wants to delay vaccination… https://t.co/Dk4qDHW72x
1	攻击	The Fuck https://t.co/c5JvTZEsbg
0	引述	Brazil maker of Sputnik V vaccine sees greenlight on tests by next week The Brazilian pharmaceutical company that w… https://t.co/Ey8lUwvyVD
0	断定	@BorisJohnson It’s Basement Vaxx.
0	引述	Egyptians to get coronavirus vaccine at EGP 200; needy categories exempted: Health minister https://t.co/NbBm1GqyVm via @ahramonline
0	引述	Go says, PRRD agrees to no face-to-face, no MGCQ without vaccine rollout https://t.co/ZbfDp26GgO
1	反讽	@BTTFH @vanpuss2 @CNN that "mythical deregulation" is exactly what allowed the companies to make the vaccine so qui… https://t.co/atoC6Ducqn
0	引述	President Joe Biden plans to announce on Friday that the United States will contribute $2 billion to a U.N.-backed… https://t.co/tL3Hq0CYWu
2	咨询	Wonder why Biden is really in Arizona? Who is he talking to about what as the audit goes on? How much or what favor… https://t.co/RkLD8VhNPj
0	陈述	@funder With so much work over next few years,yes. Brighter days ahead,least less dark days. Hopefully for most. St… https://t.co/j8VOIPU76d
1	反讽	@woman_tigress @pmo He is angry because he became impotent after vaccination
0	引述	They said a vaccine passport was a conspiracy theory.  \nhttps://t.co/aWhRCLc3hT
0	引述	Our founder &amp; creator of the #VirtualDementiaTour, @PKBeville, wrote a new blog about the vaccine. She gives some t… https://t.co/jDLAzWQPvQ
0	质询	@RyanMartin016 @AOC what on earth would make you think that? no, I'm extremely pro vaccine.
0	不同意	@danielwell00 @fordnation No due to her condition she cannot get the vaccine. I presently don’t have a GP so it sho… https://t.co/5bhaOf42jM
1	难过	Buddy really died after getting the vaccine. I ain’t touching it
0	陈述	@KatyOnMSNBC Also in NJ, seems those of us with “comorbidities“that qualify as 1C,aren’t able to get shots at least… https://t.co/vV7p8ZFoLc
0	引述	Lamar County will now be a Covid 19 Vaccination Hub...Read more here: https://t.co/SBF306q9hm https://t.co/fXD3ddq1f3
1	反讽	Well, your to-do list kicks mine straight out of the...well done (obligatory golf clap...lol) https://t.co/u2231hE598
0	批评	The news people in the uk are so dumb,obviously the vaccine is gonna be less affected towards the south Africa vari… https://t.co/XgxUi39y1E
4	other	@SamCH_ClinPsych @DrFionaCh @AnxietyUK @Mental_Elf @BABCP @CADATLondon @psalkovskis @nickdgrey @mountfordjames and… https://t.co/H9GWZrOAC4
0	陈述	Just your friendly reminder that the majority of the leaders of our country are over the age of 70 https://t.co/11uMRZSBmX
0	引述	"I'm not happy about the scattershot method and how this has gone lately," - ⁦⁦@markpoloncarz⁩  \n\nKeeping counties… https://t.co/hTRr6OvUmk
0	同意	umm, i dropped off by kids this morning so I think schools have been reopened in NYC\n\nbut yeah teachers should be g… https://t.co/v3VnGNVAqu
0	引述	Covid deaths among over-85s plummet by 41% a week thanks to vaccine https://t.co/3DIXGaHRmi
